rho,phi,yaw_rotation,image_path
7.203471,1.745329,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_1_745329_yaw_0.png
7.203472,1.832596,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203472_theta_1_832596_yaw_0.png
7.203472,1.919862,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203472_theta_1_919862_yaw_0.png
7.203472,2.007129,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203472_theta_2_007129_yaw_0.png
7.203471,2.094395,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_2_094395_yaw_0.png
7.203471,2.181662,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_2_181662_yaw_0.png
7.203472,2.268928,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203472_theta_2_268928_yaw_0.png
7.203472,2.356194,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203472_theta_2_356194_yaw_0.png
7.203472,2.443461,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203472_theta_2_443461_yaw_0.png
7.203472,2.530728,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203472_theta_2_530728_yaw_0.png
7.203471,2.617994,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_2_617994_yaw_0.png
7.203472,2.705261,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203472_theta_2_705261_yaw_0.png
7.203472,2.792527,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203472_theta_2_792527_yaw_0.png
7.203472,2.879793,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203472_theta_2_879793_yaw_0.png
7.203471,2.96706,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_2_96706_yaw_0.png
7.203471,3.054326,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_3_054326_yaw_0.png
7.203471,-3.141593,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_-3_141593_yaw_0.png
7.203472,-3.054326,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203472_theta_-3_054326_yaw_0.png
7.203471,-2.96706,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_-2_96706_yaw_0.png
7.203471,-2.879793,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_-2_879793_yaw_0.png
7.203471,-2.792527,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_-2_792527_yaw_0.png
7.203472,-2.705261,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203472_theta_-2_705261_yaw_0.png
7.203471,-2.617994,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_-2_617994_yaw_0.png
7.203472,-2.530728,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203472_theta_-2_530728_yaw_0.png
7.203471,-2.443461,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_-2_443461_yaw_0.png
7.203471,-2.356195,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_-2_356195_yaw_0.png
7.203471,-2.268928,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_-2_268928_yaw_0.png
7.203472,-2.181662,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203472_theta_-2_181662_yaw_0.png
7.203472,-2.094395,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203472_theta_-2_094395_yaw_0.png
7.203471,-2.007129,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_-2_007129_yaw_0.png
7.203472,-1.919862,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203472_theta_-1_919862_yaw_0.png
7.203471,-1.832596,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_-1_832596_yaw_0.png
7.203471,-1.745329,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_-1_745329_yaw_0.png
7.203471,-1.658063,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_7_203471_theta_-1_658063_yaw_0.png
6.960783,-1.570796,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-1_570796_yaw_0.png
6.960783,-1.48353,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-1_48353_yaw_0.png
6.960783,-1.396263,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-1_396263_yaw_0.png
6.960783,-1.308997,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-1_308997_yaw_0.png
6.960783,-1.22173,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-1_22173_yaw_0.png
6.960783,-1.134464,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-1_134464_yaw_0.png
6.960783,-1.047198,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-1_047198_yaw_0.png
6.960783,-0.9599311,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-0_9599311_yaw_0.png
6.960783,-0.8726646,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-0_8726646_yaw_0.png
6.960783,-0.7853982,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-0_7853982_yaw_0.png
6.960783,-0.6981317,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-0_6981317_yaw_0.png
6.960783,-0.6108652,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-0_6108652_yaw_0.png
6.960783,-0.5235987,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-0_5235987_yaw_0.png
6.960783,-0.4363323,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-0_4363323_yaw_0.png
6.960783,-0.3490658,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-0_3490658_yaw_0.png
6.960783,-0.2617994,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-0_2617994_yaw_0.png
6.960783,-0.174533,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-0_174533_yaw_0.png
6.960783,-0.08726652,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-0_08726652_yaw_0.png
6.960783,4.371139E-08,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_4_371139E-08_yaw_0.png
6.960783,0.08726648,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_0_08726648_yaw_0.png
6.960783,0.1745329,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_0_1745329_yaw_0.png
6.960783,0.2617994,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_0_2617994_yaw_0.png
6.960783,0.3490658,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_0_3490658_yaw_0.png
6.960783,0.4363324,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_0_4363324_yaw_0.png
6.960783,0.5235988,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_0_5235988_yaw_0.png
6.960783,0.6108653,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_0_6108653_yaw_0.png
6.960783,0.6981317,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_0_6981317_yaw_0.png
6.960783,0.7853982,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_0_7853982_yaw_0.png
6.960783,0.8726646,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_0_8726646_yaw_0.png
6.960783,0.9599311,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_0_9599311_yaw_0.png
6.960783,1.047197,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_1_047197_yaw_0.png
6.960783,1.134464,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_1_134464_yaw_0.png
6.960783,1.22173,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_1_22173_yaw_0.png
6.960783,1.308997,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_1_308997_yaw_0.png
6.960783,1.396263,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_1_396263_yaw_0.png
6.960783,1.48353,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_1_48353_yaw_0.png
6.960783,1.570796,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_1_570796_yaw_0.png
6.960783,1.658063,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_1_658063_yaw_0.png
6.960783,1.745329,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_1_745329_yaw_0.png
6.960783,1.832596,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_1_832596_yaw_0.png
6.960783,1.919862,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_1_919862_yaw_0.png
6.960783,2.007129,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_2_007129_yaw_0.png
6.960783,2.094395,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_2_094395_yaw_0.png
6.960783,2.181662,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_2_181662_yaw_0.png
6.960783,2.268928,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_2_268928_yaw_0.png
6.960783,2.356194,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_2_356194_yaw_0.png
6.960783,2.443461,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_2_443461_yaw_0.png
6.960783,2.530728,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_2_530728_yaw_0.png
6.960783,2.617994,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_2_617994_yaw_0.png
6.960783,2.705261,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_2_705261_yaw_0.png
6.960783,2.792527,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_2_792527_yaw_0.png
6.960783,2.879793,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_2_879793_yaw_0.png
6.960783,2.96706,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_2_96706_yaw_0.png
6.960783,3.054326,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_3_054326_yaw_0.png
6.960783,-3.141593,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-3_141593_yaw_0.png
6.960783,-3.054326,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-3_054326_yaw_0.png
6.960783,-2.96706,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-2_96706_yaw_0.png
6.960783,-2.879793,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-2_879793_yaw_0.png
6.960783,-2.792527,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-2_792527_yaw_0.png
6.960783,-2.705261,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-2_705261_yaw_0.png
6.960783,-2.617994,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-2_617994_yaw_0.png
6.960783,-2.530728,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-2_530728_yaw_0.png
6.960783,-2.443461,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-2_443461_yaw_0.png
6.960783,-2.356195,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-2_356195_yaw_0.png
6.960783,-2.268928,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-2_268928_yaw_0.png
6.960783,-2.181662,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-2_181662_yaw_0.png
6.960783,-2.094395,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-2_094395_yaw_0.png
6.960783,-2.007129,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-2_007129_yaw_0.png
6.960783,-1.919862,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-1_919862_yaw_0.png
6.960783,-1.832596,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-1_832596_yaw_0.png
6.960783,-1.745329,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-1_745329_yaw_0.png
6.960783,-1.658063,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_960783_theta_-1_658063_yaw_0.png
6.718631,-1.570796,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-1_570796_yaw_0.png
6.718631,-1.48353,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-1_48353_yaw_0.png
6.718631,-1.396263,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-1_396263_yaw_0.png
6.718631,-1.308997,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-1_308997_yaw_0.png
6.718631,-1.22173,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-1_22173_yaw_0.png
6.718631,-1.134464,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-1_134464_yaw_0.png
6.718631,-1.047198,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-1_047198_yaw_0.png
6.718631,-0.9599311,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-0_9599311_yaw_0.png
6.718631,-0.8726647,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-0_8726647_yaw_0.png
6.71863,-0.7853982,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_71863_theta_-0_7853982_yaw_0.png
6.718631,-0.6981317,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-0_6981317_yaw_0.png
6.718631,-0.6108652,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-0_6108652_yaw_0.png
6.718631,-0.5235987,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-0_5235987_yaw_0.png
6.718631,-0.4363323,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-0_4363323_yaw_0.png
6.718631,-0.3490658,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-0_3490658_yaw_0.png
6.718631,-0.2617994,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-0_2617994_yaw_0.png
6.718631,-0.174533,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-0_174533_yaw_0.png
6.718631,-0.08726652,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-0_08726652_yaw_0.png
6.718631,4.371139E-08,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_4_371139E-08_yaw_0.png
6.718631,0.08726648,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_0_08726648_yaw_0.png
6.718631,0.1745329,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_0_1745329_yaw_0.png
6.718631,0.2617994,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_0_2617994_yaw_0.png
6.718631,0.3490658,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_0_3490658_yaw_0.png
6.718631,0.4363324,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_0_4363324_yaw_0.png
6.718631,0.5235988,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_0_5235988_yaw_0.png
6.718631,0.6108652,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_0_6108652_yaw_0.png
6.718631,0.6981317,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_0_6981317_yaw_0.png
6.71863,0.7853982,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_71863_theta_0_7853982_yaw_0.png
6.718631,0.8726646,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_0_8726646_yaw_0.png
6.718631,0.9599311,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_0_9599311_yaw_0.png
6.718631,1.047197,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_1_047197_yaw_0.png
6.718631,1.134464,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_1_134464_yaw_0.png
6.718631,1.22173,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_1_22173_yaw_0.png
6.718631,1.308997,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_1_308997_yaw_0.png
6.718631,1.396263,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_1_396263_yaw_0.png
6.718631,1.48353,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_1_48353_yaw_0.png
6.718631,1.570796,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_1_570796_yaw_0.png
6.718631,1.658063,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_1_658063_yaw_0.png
6.718631,1.745329,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_1_745329_yaw_0.png
6.718631,1.832596,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_1_832596_yaw_0.png
6.718631,1.919862,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_1_919862_yaw_0.png
6.718631,2.007129,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_2_007129_yaw_0.png
6.718631,2.094395,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_2_094395_yaw_0.png
6.71863,2.181662,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_71863_theta_2_181662_yaw_0.png
6.718631,2.268928,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_2_268928_yaw_0.png
6.718631,2.356194,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_2_356194_yaw_0.png
6.718631,2.443461,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_2_443461_yaw_0.png
6.718631,2.530728,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_2_530728_yaw_0.png
6.718631,2.617994,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_2_617994_yaw_0.png
6.718631,2.705261,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_2_705261_yaw_0.png
6.718631,2.792527,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_2_792527_yaw_0.png
6.718631,2.879793,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_2_879793_yaw_0.png
6.718631,2.96706,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_2_96706_yaw_0.png
6.718631,3.054326,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_3_054326_yaw_0.png
6.718631,-3.141593,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-3_141593_yaw_0.png
6.718631,-3.054326,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-3_054326_yaw_0.png
6.718631,-2.96706,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-2_96706_yaw_0.png
6.718631,-2.879793,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-2_879793_yaw_0.png
6.718631,-2.792527,0,/home/pantheon/ripe_apples_dataset/polar/fixed_view/2025-01-08_18-57-10/Screenshot_distance_6_718631_theta_-2_792527_yaw_0.png
