rho,phi,yaw_rotation,image_path
7.203472,-40,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-40_yaw_90.png
7.203472,-30,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-30_yaw_0.png
7.203472,-30,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-30_yaw_-30.png
7.203472,-30,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-30_yaw_30.png
7.203472,-30,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-30_yaw_-45.png
7.203472,-30,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-30_yaw_45.png
7.203472,-30,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-30_yaw_-60.png
7.203472,-30,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-30_yaw_60.png
7.203472,-30,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-30_yaw_-90.png
7.203472,-30,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-30_yaw_90.png
7.203472,-20,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-20_yaw_0.png
7.203472,-20,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-20_yaw_-30.png
7.203472,-20,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-20_yaw_30.png
7.203472,-20,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-20_yaw_-45.png
7.203472,-20,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-20_yaw_45.png
7.203472,-20,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-20_yaw_-60.png
7.203472,-20,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-20_yaw_60.png
7.203472,-20,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-20_yaw_-90.png
7.203472,-20,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_-20_yaw_90.png
7.203471,-10,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_-10_yaw_0.png
7.203471,-10,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_-10_yaw_-30.png
7.203471,-10,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_-10_yaw_30.png
7.203471,-10,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_-10_yaw_-45.png
7.203471,-10,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_-10_yaw_45.png
7.203471,-10,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_-10_yaw_-60.png
7.203471,-10,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_-10_yaw_60.png
7.203471,-10,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_-10_yaw_-90.png
7.203471,-10,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_-10_yaw_90.png
7.203471,2.504478E-06,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_2_504478E-06_yaw_0.png
7.203471,2.504478E-06,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_2_504478E-06_yaw_-30.png
7.203471,2.504478E-06,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_2_504478E-06_yaw_30.png
7.203471,2.504478E-06,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_2_504478E-06_yaw_-45.png
7.203471,2.504478E-06,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_2_504478E-06_yaw_45.png
7.203471,2.504478E-06,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_2_504478E-06_yaw_-60.png
7.203471,2.504478E-06,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_2_504478E-06_yaw_60.png
7.203471,2.504478E-06,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_2_504478E-06_yaw_-90.png
7.203471,2.504478E-06,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_2_504478E-06_yaw_90.png
7.203471,10,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_10_yaw_0.png
7.203471,10,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_10_yaw_-30.png
7.203471,10,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_10_yaw_30.png
7.203471,10,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_10_yaw_-45.png
7.203471,10,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_10_yaw_45.png
7.203471,10,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_10_yaw_-60.png
7.203471,10,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_10_yaw_60.png
7.203471,10,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_10_yaw_-90.png
7.203471,10,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_10_yaw_90.png
7.203472,20,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_20_yaw_0.png
7.203472,20,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_20_yaw_-30.png
7.203472,20,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_20_yaw_30.png
7.203472,20,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_20_yaw_-45.png
7.203472,20,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_20_yaw_45.png
7.203472,20,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_20_yaw_-60.png
7.203472,20,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_20_yaw_60.png
7.203472,20,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_20_yaw_-90.png
7.203472,20,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_20_yaw_90.png
7.203472,30,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_30_yaw_0.png
7.203472,30,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_30_yaw_-30.png
7.203472,30,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_30_yaw_30.png
7.203472,30,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_30_yaw_-45.png
7.203472,30,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_30_yaw_45.png
7.203472,30,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_30_yaw_-60.png
7.203472,30,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_30_yaw_60.png
7.203472,30,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_30_yaw_-90.png
7.203472,30,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_30_yaw_90.png
7.203472,40,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_40_yaw_0.png
7.203472,40,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_40_yaw_-30.png
7.203472,40,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_40_yaw_30.png
7.203472,40,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_40_yaw_-45.png
7.203472,40,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_40_yaw_45.png
7.203472,40,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_40_yaw_-60.png
7.203472,40,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_40_yaw_60.png
7.203472,40,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_40_yaw_-90.png
7.203472,40,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_40_yaw_90.png
7.203472,50,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_50_yaw_0.png
7.203472,50,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_50_yaw_-30.png
7.203472,50,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_50_yaw_30.png
7.203472,50,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_50_yaw_-45.png
7.203472,50,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_50_yaw_45.png
7.203472,50,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_50_yaw_-60.png
7.203472,50,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_50_yaw_60.png
7.203472,50,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_50_yaw_-90.png
7.203472,50,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_50_yaw_90.png
7.203472,60,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_60_yaw_0.png
7.203472,60,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_60_yaw_-30.png
7.203472,60,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_60_yaw_30.png
7.203472,60,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_60_yaw_-45.png
7.203472,60,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_60_yaw_45.png
7.203472,60,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_60_yaw_-60.png
7.203472,60,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_60_yaw_60.png
7.203472,60,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_60_yaw_-90.png
7.203472,60,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_60_yaw_90.png
7.203472,70,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_70_yaw_0.png
7.203472,70,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_70_yaw_-30.png
7.203472,70,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_70_yaw_30.png
7.203472,70,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_70_yaw_-45.png
7.203472,70,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_70_yaw_45.png
7.203472,70,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_70_yaw_-60.png
7.203472,70,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_70_yaw_60.png
7.203472,70,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_70_yaw_-90.png
7.203472,70,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_70_yaw_90.png
7.203471,79.99999,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_79_99999_yaw_0.png
7.203471,79.99999,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_79_99999_yaw_-30.png
7.203471,79.99999,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_79_99999_yaw_30.png
7.203471,79.99999,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_79_99999_yaw_-45.png
7.203471,79.99999,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_79_99999_yaw_45.png
7.203471,79.99999,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_79_99999_yaw_-60.png
7.203471,79.99999,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_79_99999_yaw_60.png
7.203471,79.99999,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_79_99999_yaw_-90.png
7.203471,79.99999,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_79_99999_yaw_90.png
7.203471,90,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_90_yaw_0.png
7.203471,90,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_90_yaw_-30.png
7.203471,90,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_90_yaw_30.png
7.203471,90,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_90_yaw_-45.png
7.203471,90,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_90_yaw_45.png
7.203471,90,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_90_yaw_-60.png
7.203471,90,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_90_yaw_60.png
7.203471,90,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_90_yaw_-90.png
7.203471,90,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_90_yaw_90.png
7.203471,100,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_100_yaw_0.png
7.203471,100,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_100_yaw_-30.png
7.203471,100,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_100_yaw_30.png
7.203471,100,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_100_yaw_-45.png
7.203471,100,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_100_yaw_45.png
7.203471,100,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_100_yaw_-60.png
7.203471,100,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_100_yaw_60.png
7.203471,100,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_100_yaw_-90.png
7.203471,100,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_100_yaw_90.png
7.203472,110,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_110_yaw_0.png
7.203472,110,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_110_yaw_-30.png
7.203472,110,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_110_yaw_30.png
7.203472,110,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_110_yaw_-45.png
7.203472,110,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_110_yaw_45.png
7.203472,110,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_110_yaw_-60.png
7.203472,110,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_110_yaw_60.png
7.203472,110,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_110_yaw_-90.png
7.203472,110,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_110_yaw_90.png
7.203471,120,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_120_yaw_0.png
7.203471,120,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_120_yaw_-30.png
7.203471,120,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_120_yaw_30.png
7.203471,120,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_120_yaw_-45.png
7.203471,120,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_120_yaw_45.png
7.203471,120,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_120_yaw_-60.png
7.203471,120,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_120_yaw_60.png
7.203471,120,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_120_yaw_-90.png
7.203471,120,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_120_yaw_90.png
7.203472,130,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_130_yaw_0.png
7.203472,130,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_130_yaw_-30.png
7.203472,130,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_130_yaw_30.png
7.203472,130,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_130_yaw_-45.png
7.203472,130,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_130_yaw_45.png
7.203472,130,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_130_yaw_-60.png
7.203472,130,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_130_yaw_60.png
7.203472,130,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_130_yaw_-90.png
7.203472,130,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_130_yaw_90.png
7.203472,140,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_140_yaw_0.png
7.203472,140,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_140_yaw_-30.png
7.203472,140,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_140_yaw_30.png
7.203472,140,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_140_yaw_-45.png
7.203472,140,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_140_yaw_45.png
7.203472,140,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_140_yaw_-60.png
7.203472,140,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_140_yaw_60.png
7.203472,140,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_140_yaw_-90.png
7.203472,140,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_140_yaw_90.png
7.203471,150,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_150_yaw_0.png
7.203471,150,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_150_yaw_-30.png
7.203471,150,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_150_yaw_30.png
7.203471,150,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_150_yaw_-45.png
7.203471,150,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_150_yaw_45.png
7.203471,150,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_150_yaw_-60.png
7.203471,150,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_150_yaw_60.png
7.203471,150,-90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_150_yaw_-90.png
7.203471,150,90,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203471_theta_150_yaw_90.png
7.203472,160,0,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_160_yaw_0.png
7.203472,160,-30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_160_yaw_-30.png
7.203472,160,30,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_160_yaw_30.png
7.203472,160,-45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_160_yaw_-45.png
7.203472,160,45,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_160_yaw_45.png
7.203472,160,-60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_160_yaw_-60.png
7.203472,160,60,/home/pantheon/ripe_apples_dataset/polar/variable_view/2024-09-23_12-13-54/Screenshot_distance_7_203472_theta_160_yaw_60.png
